Habitat,County,Site,Date,Techs,Station,Canopy,Weins10,Weins20,Weins30,Weins40,Weins50,Weins60,%Tree,%Shrub,%Grass,%Forb,%Bare,%DeadVeg,Other
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",10,0.75,3,0,0,0,0,0,0,0,85,10,5,0,
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",13,2.25,1,0,0,0,0,0,0,0,40,45,15,0,
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",16,8,1,1,0,0,0,0,0,0,0,100,0,0,
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",19,1.75,1,1,0,0,0,0,0,0,0,85,15,0,
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",22,10.5,1,1,0,0,0,0,0,0,5,75,20,0,
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",25,11,1,0,0,0,0,0,0,0,10,75,15,0,
Farm,Chittenden,Hort2,06/07/2020,"EB, BL",28,12.5,0,1,1,0,0,0,0,0,15,75,10,0,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",1,12.5,1,1,1,0,0,0,0,0,40,60,0,0,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",4,15,1,0,1,1,0,0,0,0,75,5,0,20,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",7,14.75,3,1,0,0,0,0,0,0,60,10,0,30,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",10,17,1,0,0,0,0,0,0,0,30,25,0,45,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",13,14,3,0,0,0,0,0,0,0,20,15,0,65,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",16,21.5,2,0,0,0,0,0,5,0,10,20,0,65,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",19,11.75,1,1,0,0,0,0,0,0,25,10,5,60,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",22,16,1,0,1,0,0,0,0,0,10,20,0,70,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",25,13,1,0,0,0,0,0,0,0,80,0,0,20,
Farm,Chittenden,Hort3,07/07/2020,"EB, BL",28,20.5,1,2,1,0,0,0,0,0,15,30,0,55,
Forest,Chittenden,Jericho2,16/07/2020,EB,1,22.75,1,0,0,0,0,0,0,0,0,45,0,55,
Forest,Chittenden,Jericho2,16/07/2020,EB,4,21.75,0,1,0,0,0,0,10,0,0,5,0,85,
Forest,Chittenden,Jericho2,16/07/2020,EB,7,23.25,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho2,16/07/2020,EB,10,24,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho2,16/07/2020,EB,13,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Chittenden,Jericho2,16/07/2020,EB,16,24,0,0,0,0,0,0,5,0,0,0,0,95,moss 5%
Forest,Chittenden,Jericho2,16/07/2020,EB,19,23.5,0,0,0,0,0,0,5,0,0,0,0,95,
Forest,Chittenden,Jericho2,16/07/2020,EB,22,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Chittenden,Jericho2,16/07/2020,EB,25,23.75,0,0,0,0,0,0,10,0,0,0,0,90,
Forest,Chittenden,Jericho2,16/07/2020,EB,28,23.75,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",1,23,0,0,0,0,0,0,0,5,0,5,0,80,moss 10%
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",4,23.5,0,0,0,1,0,0,0,0,0,10,0,90,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",7,24,0,0,0,0,0,0,0,0,5,10,0,80,moss 5%
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",10,24,0,1,0,0,0,0,0,0,0,15,0,85,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",13,23.5,0,0,0,0,0,0,0,0,10,5,0,85,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",16,23.75,0,0,0,0,0,0,0,0,0,10,0,90,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",19,24,0,0,0,0,0,0,0,0,0,10,0,90,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",22,23.5,0,0,0,0,0,0,0,0,0,30,0,70,
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",25,23.5,0,0,0,0,0,0,0,0,5,5,0,80,moss 10%
Forest,Chittenden,Jericho1,17/07/2020,"EB, BL",28,24,1,1,0,0,0,0,0,0,5,10,0,80,moss 5%
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",1,1,2,3,2,1,1,0,0,0,20,80,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",4,1.25,3,2,0,0,0,0,0,0,90,10,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",7,0.25,5,3,0,0,0,0,0,0,80,20,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",10,0,6,3,0,0,0,0,0,0,80,5,0,15,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",13,0,6,3,1,0,0,0,0,0,50,50,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",16,0,7,1,1,0,0,0,0,0,70,30,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",19,0,3,0,0,0,0,0,0,0,95,5,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",22,0,3,3,4,0,0,0,0,0,75,25,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",25,0,5,2,1,0,0,0,0,0,80,20,0,0,
Field,Chittenden,Audubon1,18/07/2020,"EB, BL, AS",28,0,3,1,0,0,0,0,0,0,75,25,0,0,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",28,22.75,1,0,0,0,0,0,0,0,5,45,0,35,moss 15%
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",25,23.75,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",22,23,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",19,24,2,1,0,0,0,0,0,0,0,55,0,25,moss 20%
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",16,23.75,0,0,0,0,0,0,0,0,0,20,0,80,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",13,21.25,0,0,0,0,0,0,5,0,0,10,0,85,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",10,23.5,0,0,0,0,0,0,0,0,0,5,80,15,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",7,18,3,0,0,0,1,0,0,0,10,65,5,0,moss 20%
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",4,19.25,2,0,0,0,0,0,0,0,50,10,10,30,
Forest,Chittenden,Audubon2,19/07/2020,"EB, BL",1,22.75,2,0,0,0,0,0,0,0,10,30,0,60,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",1,2.75,3,2,1,0,0,0,0,0,90,10,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",4,2.75,5,0,0,0,0,0,0,0,100,0,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",7,21.25,,,,,,,0,0,10,60,0,30,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",10,22.5,0,1,2,0,0,0,0,0,0,90,10,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",13,13.75,1,1,1,0,0,0,0,0,30,70,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",16,20.75,5,1,0,0,0,0,0,0,100,0,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",19,14.25,3,1,0,0,0,0,0,0,100,0,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",22,15,5,2,0,0,0,0,0,0,30,70,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",25,14.25,3,1,0,0,0,0,0,0,20,80,0,0,
Farm,Chittenden,Inter2,23/07/2020,"EB, BL",28,13.5,4,4,2,0,0,0,0,0,40,60,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",1,8.25,1,0,1,0,0,0,0,0,20,80,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",4,4.75,1,0,0,0,0,0,0,0,0,80,0,20,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",7,9.25,1,2,3,0,0,0,0,0,80,20,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",10,3,1,3,4,0,0,0,0,0,95,5,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",13,16,1,2,0,0,0,0,0,0,75,25,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",16,3.75,1,1,1,1,0,0,0,0,70,30,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",19,24,1,2,0,1,2,1,0,0,0,95,5,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",22,11.5,2,0,0,3,0,0,0,0,35,65,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",25,6.5,2,0,1,0,0,0,0,0,30,70,0,0,
Farm,Chittenden,Inter1,24/07/2020,"EB, BL, NS",28,8.5,3,1,0,0,0,0,0,0,40,60,0,0,
Field,Chittenden,StM2,26/07/2020,"EB, BL",1,1.25,3,0,0,0,0,0,0,0,55,35,10,10,
Field,Chittenden,StM2,26/07/2020,"EB, BL",4,1.25,2,1,0,0,0,1,0,0,15,65,10,10,
Field,Chittenden,StM2,26/07/2020,"EB, BL",7,0,1,0,0,0,0,0,0,0,0,45,0,45,
Field,Chittenden,StM2,26/07/2020,"EB, BL",10,0,2,0,0,3,3,2,0,0,20,70,0,30,
Field,Chittenden,StM2,26/07/2020,"EB, BL",13,0,1,0,0,0,0,0,0,0,10,55,0,35,
Field,Chittenden,StM2,26/07/2020,"EB, BL",16,0,1,1,0,0,0,0,0,0,0,30,0,70,
Field,Chittenden,StM2,26/07/2020,"EB, BL",19,0,2,3,0,0,0,0,0,0,0,45,0,55,
Field,Chittenden,StM2,26/07/2020,"EB, BL",22,0,2,1,0,0,0,0,0,0,60,30,0,10,
Field,Chittenden,StM2,26/07/2020,"EB, BL",25,0,1,0,0,0,0,0,0,0,15,45,0,40,
Field,Chittenden,StM2,26/07/2020,"EB, BL",28,0,2,0,0,0,0,0,0,0,0,30,0,70,
Field,Chittenden,StM1,27/07/2020,"EB, BL",1,0.25,1,4,4,0,0,0,0,0,20,25,0,55,
Field,Chittenden,StM1,27/07/2020,"EB, BL",4,0,3,0,1,0,0,0,0,0,25,65,0,10,
Field,Chittenden,StM1,27/07/2020,"EB, BL",7,0,0,1,3,1,0,1,0,0,20,70,0,10,
Field,Chittenden,StM1,27/07/2020,"EB, BL",10,0,1,0,0,0,0,0,0,0,10,15,0,75,
Field,Chittenden,StM1,27/07/2020,"EB, BL",13,0,2,2,0,0,0,0,0,0,30,40,0,30,
Field,Chittenden,StM1,27/07/2020,"EB, BL",16,0,0,1,0,0,0,0,0,0,30,5,0,65,
Field,Chittenden,StM1,27/07/2020,"EB, BL",19,0,1,2,0,0,0,0,0,0,35,20,0,45,
Field,Chittenden,StM1,27/07/2020,"EB, BL",22,0,2,1,0,0,0,0,0,0,15,15,0,70,
Field,Chittenden,StM1,27/07/2020,"EB, BL",25,0,2,4,1,0,0,0,0,0,25,75,0,0,
Field,Chittenden,StM1,27/07/2020,"EB, BL",28,0,0,3,1,0,0,0,0,0,0,95,0,5,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",1,0.5,6,1,0,0,0,0,0,0,95,5,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",4,1.25,3,0,0,0,0,0,0,0,60,40,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",7,0.5,3,0,0,0,0,0,0,0,70,30,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",10,0.5,0,0,0,0,0,0,0,0,10,65,25,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",13,0.75,1,1,0,0,0,0,0,0,25,70,5,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",16,2.25,2,1,0,1,0,0,0,0,10,90,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",19,1.25,3,0,0,0,0,0,0,0,10,90,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",22,6.5,1,1,1,0,0,0,0,0,0,100,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",25,1.25,2,3,1,1,0,0,0,0,0,100,0,0,
Farm,Chittenden,Hort2,31/07/2020,"EB, BL, NS",28,2.5,1,0,0,0,0,0,0,0,10,90,0,0,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",1,11.75,3,3,0,0,0,0,0,0,10,90,0,0,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",4,18.75,2,3,0,0,0,1,0,15,45,10,0,30,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",7,16.5,2,4,0,0,0,0,0,0,15,15,0,70,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",10,18.5,3,2,0,0,0,0,0,0,50,5,0,45,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",13,13.25,3,0,0,0,0,0,0,0,40,25,0,35,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",16,15,3,0,0,0,0,0,0,0,30,45,0,25,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",19,8.5,1,2,0,0,1,0,0,0,70,10,0,20,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",22,16.5,3,1,0,0,0,0,0,0,40,5,0,0,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",25,20,3,2,0,0,0,0,0,0,45,5,0,0,
Farm,Chittenden,Hort3,01/08/2020,"EB, BL, NS",28,17.25,2,0,0,0,0,0,0,0,55,0,0,0,
